foodid,food_name,unit,kal,select_time
1494,脫脂濃稠發酵乳,100g,64,0
1495,脫脂濃稠發酵乳(低熱量),100g,37,0
1496,脫脂濃稠發酵乳(草莓),100g,68,0
1497,脫脂濃稠發酵乳(啤酒酵母),100g,34,0
1498,高脂凝態發酵乳(纖維強化),100g,95,0
1499,全脂凝態發酵乳,100g,97,0
1500,中脂凝態發酵乳(草莓),100g,102,0
1501,中脂凝態發酵乳(蘆薈),100g,90,0
1502,脫脂凝態發酵乳(纖維強化),100g,84,0
1503,脫脂保久稀釋發酵乳,100g,46,0
1504,脫脂保久濃稠發酵乳(草莓&蘋果),100g,68,0
1505,淡煉乳,100g,136,0
1506,加糖部份脫脂煉乳,100g,318,0
1507,切片乾酪,100g,309,0
1508,切片乾酪(低脂),100g,241,0
1509,刨絲乾酪,100g,323,0
1510,乾酪粉,100g,484,0
1511,鮮奶可可,100g,80,0
1512,木瓜牛奶,100g,42,0
1513,高脂鮮羊乳,100g,65,0
1514,中脂鮮羊乳,100g,48,0
1515,保久羊乳,100g,59,0
1516,中脂調味保久羊乳(巧克力),100g,59,0
1517,中脂調味保久羊乳(果汁),100g,75,0
1518,全脂羊奶粉,100g,510,0
1519,全脂羊奶粉(即溶),100g,517,0
1520,牛油(未精煉),100g,642,0
1521,牛油(精煉),100g,885,0
1522,豬油,100g,890,0
1523,高油酸豬油,100g,893,0
1524,雞油,100g,891,0
1525,"奶油(固態,不加鹽)",100g,733,0
1526,"奶油(固態,加鹽)",100g,699,0
1527,奶油(液態),100g,340,0
1528,人造奶油(維生素強化),100g,725,0
1529,中脂人造奶油,100g,674,0
1530,人造奶油(低熱量),100g,94,0
1531,大豆油,100g,884,0
1532,大豆油(卵磷脂強化),100g,880,0
1533,大豆油(多種維生素強化),100g,883,0
1534,玉米油,100g,883,0
1535,米油(秈米),100g,883,0
1536,米油(粳米),100g,883,0
1537,亞麻仁油,100g,820,0
1538,白芝麻油,100g,884,0
1539,黑芝麻油,100g,881,0
1540,調合芝麻油,100g,884,0
1541,花生油,100g,883,0
1542,調合花生油,100g,884,0
1543,油菜籽油,100g,883,0
1544,芥花油,100g,883,0
1545,南瓜籽油,100g,883,0
1546,紅花籽油,100g,884,0
1547,高油酸紅花籽油,100g,880,0
1548,核桃油,100g,883,0
1549,油茶油,100g,883,0
1550,熟油茶油,100g,883,0
1551,高油酸棕櫚油,100g,883,0
1552,椰子油,100g,883,0
1553,葵花籽油,100g,884,0
1554,葵花籽油(多種維生素強化),100g,883,0
1555,高油酸葵花籽油,100g,883,0
1556,葡萄籽油,100g,884,0
1557,橄欖油,100g,884,0
1558,烤酥油,100g,883,0
1559,調合植物油,100g,887,0
1560,中鏈脂肪酸油,100g,883,0
1561,方糖,100g,385,0
1562,冰糖,100g,387,0
1563,紅砂糖,100g,385,0
1564,黑砂糖,100g,365,0
1565,麥芽糖,100g,325,0
1566,果糖,100g,297,0
1567,果寡糖,100g,300,0
1568,楓糖,100g,258,0
1569,蜂蜜(冬蜜),100g,315,0
1570,蜂蜜(春蜜),100g,308,0
1571,黑糖蜜,100g,280,0
1572,冬瓜糖磚,100g,360,0
1573,西瓜汁(非原汁),100g,30,0
1574,芭樂汁(非原汁),100g,45,0
1575,柳橙汁(非原汁),100g,50,0
1576,柳橙汁(100%),100g,48,0
1577,烏梅汁,100g,58,0
1578,黑棗茶,100g,46,0
1579,楊桃汁(非原汁),100g,49,0
1580,葡萄柚汁(非原汁),100g,41,0
1581,鳳梨汁(非原汁),100g,48,0
1582,蔓越莓汁(非原汁),100g,45,0
1583,檸檬汁(非原汁),100g,33,0
1584,蘋果汁(非原汁),100g,47,0
1585,蘋果汁(100%),100g,51,0
1586,蕃茄汁(非原汁),100g,22,0
1587,仙草蜜,100g,35,0
1588,薑母茶,100g,28,0
1589,蘆薈露飲料,100g,44,0
1590,黑豆茶,100g,13,0
1591,龜苓茶,100g,33,0
1592,果汁醋飲料(綜合),100g,37,0
1593,可樂,100g,51,0
1594,可樂(低熱量),100g,1,0
1595,沙士,100g,37,0
1596,加鹽沙士,100g,62,0
1597,沙士(低糖),100g,43,0
1598,汽水(綜合口味),100g,42,0
1599,汽水(維生素強化),100g,46,0
1600,美式咖啡(無糖),100g,2,0
1601,無糖咖啡飲料,100g,4,0
1602,拿鐵咖啡(無糖),100g,43,0
1603,咖啡(三合一),100g,39,0
1604,紅茶茶湯,100g,0,0
1605,紅茶(大麥),100g,34,0
1606,紅茶(蘋果),100g,37,0
1607,烏龍茶茶湯,100g,0,0
1608,烏龍茶,100g,0,0
1609,"烏龍茶(去冰,微糖)",100g,16,0
1610,"烏龍茶(去冰,半糖)",100g,21,0
1611,"烏龍茶(去冰,全糖)",100g,36,0
1612,綠茶茶湯,100g,0,0
1613,綠茶,100g,22,0
1614,鮮奶茶(無糖),100g,27,0
1615,奶茶(三合一),100g,42,0
1616,"烏龍奶茶(去冰,微糖)",100g,59,0
1617,"烏龍奶茶(去冰,半糖)",100g,62,0
1618,"烏龍奶茶(去冰,全糖)",100g,75,0
1619,"珍珠奶茶(去冰,微糖)",100g,75,0
1620,"珍珠奶茶(去冰,半糖)",100g,84,0
1621,"珍珠奶茶(去冰,全糖)",100g,94,0
1622,奶茶沖泡包(三合一),100g,452,0
1623,茉莉花茶湯,100g,0,0
1624,茉莉花茶,100g,28,0
1625,菊花茶,100g,30,0
1626,多多綠茶(全糖),100g,49,0
1627,冬瓜茶,100g,33,0
1628,乳酸飲料,100g,45,0
1629,維生素強化飲料(胡蘿蔔素),100g,39,0
1630,維生素強化飲料(綜合),100g,54,0
1631,維生素強化飲料(維生素C),100g,57,0
1632,運動飲料,100g,28,0
1633,米醋飲料,100g,52,0
1634,即溶咖啡粉,100g,363,0
1635,咖啡沖泡包(二合一),100g,491,0
1636,咖啡沖泡包(三合一),100g,437,0
1637,紅茶沖泡包(檸檬),100g,398,0
1638,米漿粉,100g,444,0
1639,麥片沖泡包(三合一),100g,409,0
1640,三合一麥片(野菜蘑菇),100g,399,0
1641,糙米麩,100g,387,0
1642,麵茶粉,100g,423,0
1643,植物燕麥奶,100g,437,0
1644,杏仁茶沖泡包,100g,399,0
1645,芝麻糊沖泡包,100g,458,0
1646,綜合堅果穀物沖泡包,100g,453,0
1647,豆漿粉,100g,434,0
1648,薑茶沖泡包,100g,399,0
1649,椰奶,100g,49,0
1650,八角,100g,360,0
1651,小茴香粉,100g,411,0
1652,山葵粉,100g,387,0
1653,五香粉,100g,363,0
1654,甘草粉,100g,341,0
1655,肉桂粉,100g,343,0
1656,西洋芹菜片,100g,315,0
1657,花椒粉,100g,369,0
1658,洋香菜片,100g,312,0
1659,洋蔥粉,100g,357,0
1660,白胡椒粉,100g,342,0
1661,紅胡椒粒,100g,376,0
1662,黑胡椒粉,100g,372,0
1663,綠胡椒粒,100g,379,0
1664,迷迭香粉,100g,432,0
1665,荳蔻粉,100g,448,0
1666,蒜粉,100g,332,0
1667,辣椒粉,100g,387,0
1668,薑黃粉,100g,358,0
1669,薑粉,100g,333,0
1670,羅勒片,100g,289,0
1671,七味唐辛子,100g,463,0
1672,沙茶粉,100g,507,0
1673,豆酥,100g,540,0
1674,咖哩粉,100g,417,0
1675,咖哩塊,100g,515,0
1676,油蔥酥,100g,518,0
1677,梅子粉,100g,286,0
1678,椰子粉,100g,629,0
1679,蒜頭酥,100g,452,0
1680,糖粉,100g,399,0
1681,椰漿,100g,208,0
1682,黃耆水,100g,14,0
1683,黃耆片,100g,321,0
1684,岩鹽,100g,2,0
1685,低鈉鹽,100g,11,0
1686,味精,100g,251,0
1687,高鮮味精,100g,269,0
1688,鮮雞精,100g,267,0
1689,鰹魚粉,100g,240,0
1690,高湯塊(排骨),100g,363,0
1691,高湯塊(雞肉),100g,340,0
1692,高湯(豬大骨),100g,49,0
1693,低脂高湯,100g,2,0
1694,素食高湯,100g,17,0
1695,米醋,100g,10,0
1696,糯米醋,100g,17,0
1697,高梁醋,100g,27,0
1698,薏仁醋,100g,13,0
1699,紅醋,100g,5,0
1700,香醋,100g,3,0
1701,烏醋,100g,37,0
1702,素食烏醋,100g,42,0
1703,壽司醋,100g,181,0
1704,醬油,100g,90,0
1705,薏仁醬油,100g,83,0
1706,黑豆醬油,100g,114,0
1707,淡色醬油,100g,78,0
1708,薄鹽醬油(低鈉),100g,77,0
1709,薄鹽醬油(低鈉高鉀),100g,56,0
1710,醬油膏,100g,103,0
1711,黑豆油膏,100g,146,0
1712,薄鹽黑豆醬油膏,100g,124,0
1713,味醂,100g,220,0
1714,鮮味露,100g,75,0
1715,蠔油,100g,156,0
1716,魚露,100g,64,0
1717,紅辣椒油,100g,899,0
1718,香油,100g,883,0
1719,蝦油,100g,56,0
1720,干貝醬,100g,558,0
1721,牛肉醬,100g,507,0
1722,肉燥,100g,397,0
1723,素肉燥,100g,483,0
1724,義式乳酪醬,100g,216,0
1725,炸醬,100g,398,0
1726,素食炸醬,100g,391,0
1727,海苔醬,100g,223,0
1728,麻醬,100g,643,0
1729,速食乾麵麻醬包,100g,676,0
1730,白醬,100g,61,0
1731,青醬,100g,83,0
1732,蕃茄義大利麵醬,100g,70,0
1733,五味醬,100g,140,0
1734,牛排醬,100g,130,0
1735,羊肉爐醬,100g,130,0
1736,沙茶醬,100g,729,0
1737,素沙茶醬,100g,670,0
1738,黃芥茉醬,100g,74,0
1739,山葵醬,100g,338,0
1740,金桔醬,100g,84,0
1741,海鮮醬,100g,228,0
1742,烤肉醬,100g,157,0
1743,排骨醬,100g,221,0
1744,甜辣醬,100g,116,0
1745,甜麵醬,100g,216,0
1746,朝鮮醬,100g,106,0
1747,黑胡椒醬,100g,117,0
1748,日式照燒醬,100g,227,0
1749,蒜蓉醬,100g,282,0
1750,辣蒜蓉醬,100g,78,0
1751,辣椒醬,100g,83,0
1752,蔥醬,100g,149,0
1753,糖醋醬,100g,131,0
1754,蕃茄醬,100g,114,0
1755,薑蓉醬,100g,65,0
1756,蘑菇醬,100g,58,0
1757,米豆醬,100g,128,0
1758,蒜味豆豉醬,100g,270,0
1759,豆酥醬,100g,671,0
1760,豆瓣醬,100g,178,0
1761,辣豆瓣醬,100g,100,0
1762,紅麴醬,100g,163,0
1763,韭花醬,100g,29,0
1764,香椿醬,100g,507,0
1765,麻婆醬,100g,190,0
1766,蝦醬,100g,99,0
1767,沙拉醬,100g,645,0
1768,無蛋沙拉醬,100g,479,0
1769,千島沙拉醬,100g,515,0
1770,和風沙拉醬,100g,129,0
1771,凱撒沙拉醬,100g,337,0
1772,味噌,100g,215,0
1773,法式奶酥醬,100g,596,0
1774,巧克力醬(液體),100g,277,0
1775,草莓果醬,100g,272,0
1776,葡萄果醬,100g,261,0
1777,柚子果醬,100g,268,0
1778,桑葚果醬,100g,227,0
1779,白芝麻麵包醬,100g,685,0
1780,黑芝麻麵包醬,100g,667,0
1781,花生醬,100g,657,0
1782,洋蔥麵包醬,100g,276,0
1783,法式香蒜醬,100g,791,0
1784,液體奶精,100g,262,0
1785,奶精粉,100g,544,0
1786,奶精粉(低脂),100g,450,0
1787,炸排粉,100g,344,0
1788,炸雞粉,100g,333,0
1789,蒸肉粉(五香),100g,350,0
1790,熱狗粉,100g,355,0
1791,麵包粉,100g,370,0
1792,酵母粉,100g,347,0
1793,冷藏寧波年糕,100g,220,0
1794,冷藏甜年糕,100g,242,0
1795,冷藏廣式芋頭粿,100g,109,0
1796,冷藏廣式蘿蔔糕,100g,111,0
1797,包餡甜麻糬(紅豆),100g,329,0
1798,鹹麻糬,100g,248,0
1799,芋仔餅,100g,354,0
1800,月餅(棗泥),100g,419,0
1801,綠豆凸,100g,394,0
1802,蕃薯餅,100g,331,0
1803,車輪餅(紅豆),100g,187,0
1804,車輪餅(菜脯),100g,183,0
1805,太陽餅,100g,460,0
1806,牛舌餅,100g,411,0
1807,蛋黃芋頭酥,100g,217,0
1808,蛋黃酥,100g,461,0
1809,鳳梨酥,100g,484,0
1810,蘿蔔酥,100g,427,0
1811,鳳眼糕,100g,379,0
1812,米粩,100g,442,0
1813,可頌,100g,452,0
1814,泡芙(巧克力),100g,590,0
1815,蛋塔,100g,376,0
1816,蛋塔(葡式),100g,375,0
1817,鬆餅,100g,257,0
1818,冷凍馬拉糕,100g,320,0
1819,銅鑼燒,100g,332,0
1820,冷凍馬蹄條,100g,194,0
1821,乳酪蛋糕,100g,296,0
1822,海綿蛋糕(圓形),100g,344,0
1823,提拉米蘇(圓形),100g,328,0
1824,蜂蜜蛋糕(原味),100g,346,0
1825,蜂蜜蛋糕(巧克力),100g,341,0
1826,蜂蜜蛋糕(起司),100g,352,0
1827,土司,100g,289,0
1828,土司(含全穀粉),100g,292,0
1829,紅豆土司,100g,319,0
1830,奶酥麵包,100g,377,0
1831,肉鬆麵包,100g,429,0
1832,蜜糖甜甜圈(波/摩堤),100g,396,0
1833,糖粒甜甜圈(油炸),100g,401,0
1834,菠蘿麵包,100g,378,0
1835,葡萄乾奶酥麵包,100g,306,0
1836,漢堡包,100g,322,0
1837,餐包,100g,365,0
1838,仙草凍,100g,19,0
1839,咖啡凍,100g,75,0
1840,果凍,100g,91,0
1841,原味愛玉凍,100g,2,0
1842,檸檬愛玉凍,100g,53,0
1843,鮮奶布丁,100g,110,0
1844,烤布丁,100g,138,0
1845,黃布丁,100g,110,0
1846,豆花(花生),100g,60,0
1847,傳統豆花(未加糖),100g,39,0
1848,羊羹,100g,289,0
1849,巧克力冰淇淋,100g,192,0
1850,香草冰淇淋,100g,182,0
1851,紅豆牛奶冰棒,100g,155,0
1852,花生仁湯,100g,108,0
1853,方塊酥,100g,509,0
1854,夾心餅乾(草莓),100g,517,0
1855,捲心酥,100g,490,0
1856,蛋捲(芝麻),100g,549,0
1857,煎餅,100g,444,0
1858,營養口糧,100g,424,0
1859,蘇打餅乾(蔬菜),100g,512,0
1860,玉米餅乾(原味),100g,504,0
1861,洋芋片,100g,553,0
1862,魚酥,100g,564,0
1863,零食泡麵,100g,484,0
1864,雪餅,100g,487,0
1865,沙其馬,100g,487,0
1866,牛奶巧克力,100g,546,0
1867,花生牛奶巧克力,100g,489,0
1868,榛果牛奶巧克力,100g,590,0
1869,糖衣牛奶巧克力,100g,481,0
1870,代可可脂白巧克力,100g,562,0
1871,黑巧克力(85%),100g,613,0
1872,白芝麻糖,100g,521,0
1873,黑芝麻糖,100g,536,0
1874,花生糖,100g,562,0
1875,花生貢糖,100g,511,0
1876,牛軋糖,100g,477,0
1877,核棗糕,100g,425,0
1878,水果軟糖,100g,411,0
1879,水果QQ軟糖,100g,343,0
1880,牛奶軟糖,100g,424,0
1881,巧克力牛奶軟糖,100g,422,0
1882,太妃糖,100g,438,0
1883,蓮藕糖,100g,395,0
1884,枇杷糖,100g,394,0
1885,苦茶糖,100g,396,0
1886,薑糖,100g,359,0
1887,巧克力夾心糖,100g,403,0
1888,維生素C口含錠(檸檬),100g,399,0
1889,酵母菌咀嚼錠,100g,391,0
1890,乳酸球,100g,474,0
1891,羊乳片,100g,410,0
1892,紅豆球,100g,351,0
1893,綠豆球,100g,346,0
1894,棉花糖,100g,331,0
1895,甘薯蜜餞,100g,347,0
1896,芒果青,100g,223,0
1897,芒果乾,100g,371,0
1898,芭樂果乾,100g,347,0
1899,鳳梨果乾,100g,348,0
1900,檸檬果乾,100g,344,0
1901,葡萄乾,100g,341,0
1902,豆干丁(五香),100g,383,0
1903,豆干片(沙茶),100g,464,0
1904,布丁粉,100g,419,0
1905,冰淇淋粉(香草),100g,430,0
1906,起酥片,100g,404,0
1907,廣東粥,100g,81,0
1908,冷凍火腿炒飯,100g,189,0
1909,冷凍蝦仁炒飯,100g,148,0
1910,三角飯糰(肉鬆),100g,219,0
1911,糯米飯糰,100g,335,0
1912,肉粽,100g,235,0
1913,鹼粽,100g,133,0
1914,冷凍筒仔米糕,100g,212,0
1915,筒仔米糕,100g,246,0
1916,豬血糕,100g,194,0
1917,鴨血糕,100g,193,0
1918,肉圓,100g,136,0
1919,清蒸蝦仁肉圓,100g,152,0
1920,甜酒釀,100g,163,0
1921,紫米酒釀,100g,155,0
1922,冷凍芝麻湯圓,100g,352,0
1923,冷凍花生湯圓,100g,345,0
1924,冷凍豬肉湯圓,100g,281,0
1925,炒板條,100g,149,0
1926,泡麵(牛肉口味),100g,473,0
1927,泡麵(鮮蝦口味),100g,475,0
1928,擔仔麵,100g,124,0
1929,冷凍牛肉水餃,100g,215,0
1930,冷凍豬肉水餃,100g,208,0
1931,冷凍豬肉韭菜水餃,100g,229,0
1932,冷凍豬肉蟹黃水餃,100g,223,0
1933,冷凍香菇雞肉水餃,100g,221,0
1934,冷凍素食水餃,100g,175,0
1935,冷凍鮪魚水餃,100g,196,0
1936,冷凍豬肉熟水餃,100g,235,0
1937,冷凍素食熟水餃,100g,209,0
1938,冷凍冬菜蝦仁餛飩,100g,191,0
1939,冷凍豬肉餛飩,100g,227,0
1940,冷凍菜肉餛飩,100g,236,0
1941,溫州餛飩,100g,145,0
1942,豬肉鍋貼,100g,238,0
1943,冷凍叉燒包,100g,266,0
1944,冷凍酸菜焢肉包子,100g,301,0
1945,冷凍芋泥包,100g,263,0
1946,冷凍豆沙包,100g,247,0
1947,冷凍芝麻包,100g,341,0
1948,冷凍蓮蓉包,100g,292,0
1949,冷凍叉燒包子,100g,267,0
1950,冷凍牛肉包子,100g,269,0
1951,冷凍豬肉包子,100g,266,0
1952,冷凍豬肉湯包,100g,235,0
1953,小籠包,100g,242,0
1954,冷凍素菜包子,100g,234,0
1955,竹筍包,100g,209,0
1956,冷凍白饅頭,100g,279,0
1957,白饅頭,100g,248,0
1958,芋頭饅頭,100g,155,0
1959,花捲,100g,227,0
1960,冷藏堅果饅頭,100g,307,0
1961,黑糖饅頭,100g,235,0
1962,冷凍銀絲卷(奶黃),100g,283,0
1963,火腿蛋三明治,100g,275,0
1964,披薩(夏威夷),100g,270,0
1965,冷凍披薩(黑胡椒火腿),100g,210,0
1966,蔥油餅,100g,305,0
1967,冷凍蔥油餅,100g,248,0
1968,冷凍蛋餅皮,100g,231,0
1969,燒餅,100g,323,0
1970,韭菜盒子,100g,217,0
1971,大餅包小餅(紅豆),100g,376,0
1972,水煎包,100g,166,0
1973,牛肉餡餅,100g,224,0
1974,豬肉餡餅,100g,327,0
1975,冷凍燒賣,100g,188,0
1976,冷凍水晶包,100g,211,0
1977,"冷凍,水晶餃",100g,190,0
1978,油條,100g,551,0
1979,冷凍春捲,100g,272,0
1980,蚵仔煎,100g,192,0
1981,棺材板,100g,264,0
1982,油豆腐粉絲(阿給),100g,146,0
1983,冷凍可樂餅(奶汁),100g,114,0
1984,芋圓,100g,214,0
1985,粉圓,100g,346,0
1986,冷凍甘薯條,100g,182,0
1987,冷凍馬鈴薯條,100g,151,0
1988,台式泡菜,100g,59,0
1989,黃金泡菜,100g,111,0
1990,韓式泡菜,100g,35,0
1991,花瓜罐頭,100g,88,0
1992,冷凍洋蔥圈,100g,281,0
1993,醃辣椒,100g,53,0
1994,佃煮黑豆,100g,271,0
1995,豆干絲,100g,170,0
1996,五香豆干,100g,192,0
1997,小方豆干,100g,161,0
1998,黑豆干,100g,197,0
1999,豆腐皮,100g,209,0
2000,日式炸豆皮,100g,388,0
2001,豆豉,100g,237,0
2002,豆棗,100g,420,0
2003,百頁豆腐,100g,196,0
2004,傳統豆腐,100g,88,0
2005,冷凍豆腐,100g,131,0
2006,小三角油豆腐,100g,160,0
2007,嫩豆腐,100g,53,0
2008,雞蛋豆腐,100g,79,0
2009,麻油辣腐乳,100g,107,0
2010,素肉,100g,210,0
2011,冷凍素雞塊,100g,206,0
2012,花生麵筋罐頭,100g,206,0
2013,香菇麵筋罐頭,100g,192,0
2014,叉燒肉,100g,253,0
2015,切片火腿(牛肉),100g,121,0
2016,切片火腿(豬肉),100g,147,0
2017,切片火腿(雞肉),100g,148,0
2018,"條狀火腿(牛肉,黑胡椒)",100g,113,0
2019,條狀火腿(豬肉),100g,145,0
2020,醬肘子,100g,134,0
2021,培根,100g,372,0
2022,臘肉(五花肉),100g,525,0
2023,臘肉(腿肉),100g,377,0
2024,片狀肉乾(牛肉),100g,335,0
2025,"片狀肉乾(牛肉,辣味)",100g,323,0
2026,片狀肉乾(豬肉),100g,329,0
2027,條狀肉乾(豬肉),100g,345,0
2028,牛肉香腸,100g,298,0
2029,香腸,100g,354,0
2030,香腸(蒜味),100g,388,0
2031,蒟蒻香腸(蒜味),100g,289,0
2032,小巧香腸,100g,362,0
2033,雞肉香腸(大),100g,283,0
2034,雞肉香腸(小),100g,459,0
2035,熱狗,100g,257,0
2036,德國香腸,100g,275,0
2037,冷凍小香腸,100g,249,0
2038,冷凍珍珠丸,100g,222,0
2039,冷凍貢丸,100g,244,0
2040,冷凍雞肉丸,100g,202,0
2041,冷凍牛肉漢堡肉,100g,249,0
2042,冷凍雞塊,100g,228,0
2043,豬肉脯,100g,441,0
2044,豬肉酥,100g,513,0
2045,雞肉酥,100g,451,0
2046,肉羹,100g,247,0
2047,冷凍咕咾肉,100g,184,0
2048,豬腳凍,100g,145,0
2049,冷凍花枝丸,100g,166,0
2050,冷凍虱目魚丸,100g,206,0
2051,冷凍文蛤丸,100g,211,0
2052,冷凍旗魚丸,100g,160,0
2053,冷凍鱈魚丸,100g,99,0
2054,冷凍蝦丸,100g,123,0
2055,冷凍花枝排,100g,187,0
2056,冷凍鮪排,100g,143,0
2057,冷凍蝦餅,100g,127,0
2058,冷凍干貝酥,100g,146,0
2059,冷凍花枝塊,100g,180,0
2060,冷凍旗魚塊,100g,178,0
2061,冷凍蚵捲,100g,186,0
2062,冷凍魚捲,100g,126,0
2063,冷凍蝦捲,100g,156,0
2064,冷凍魷魚圈,100g,143,0
2065,冷凍花枝餃,100g,168,0
2066,冷凍香菇餃,100g,233,0
2067,冷凍蛋餃,100g,183,0
2068,冷凍雪螺餃,100g,204,0
2069,冷凍魚餃,100g,277,0
2070,冷凍蝦餃,100g,273,0
2071,冷凍燕餃,100g,315,0
2072,冷凍蟹味棒,100g,116,0
2073,冷凍魚卵卷,100g,115,0
2074,魚板,100g,128,0
2075,天婦羅,100g,176,0
2076,冷凍花枝漿,100g,227,0
2077,冷凍花枝羹,100g,126,0
2078,魚肉脯,100g,104,0
2079,鯖魚肉脯,100g,685,0
2080,魚肉鬆,100g,470,0
2081,旗魚鬆,100g,481,0
2082,鮭魚鬆,100g,452,0
2083,香筍鮪魚罐頭,100g,261,0
2084,茄汁鯖魚罐頭,100g,116,0
2085,沖泡濃湯(海鮮),100g,343,0
2086,玉米濃湯調理包,100g,369,0
2087,生啤酒,100g,50,0
2088,啤酒,100g,49,0
2089,陳年紹興酒,100g,133,0
2090,白葡萄酒,100g,90,0
2091,紅葡萄酒,100g,93,0
2092,雞精,100g,34,0
2093,經典大早餐,1份,590,0
2094,鬆餅,2片,200,0
2095,鬆餅,3片,310,0
2096,豬肉鬆餅（含糖漿、奶油）,1份,640,0
2097,豬肉滿福堡加蛋,1份,400,0
2098,鮮蔬火腿蛋堡,1份,360,0
2099,豬肉滿福堡,1份,330,0
2100,現烤焙果（含乳酪）,1份,320,0
2101,滿福鮮蔬堡,1份,310,0
2102,火腿蛋堡,1份,310,0
2103,滿福堡,1份,280,0
2104,麥克雞塊,20 塊,1170,0
2105,雙層四盎司牛肉堡,1份,800,0
2106,勁辣雞腿堡,1份,560,0
2107,四盎司牛肉堡,1份,540,0
2108,大麥克,1份,530,0
2109,麥克雞塊,9塊,530,0
2110,雙層牛肉吉士堡,1份,450,0
2111,麥克雙牛堡,1份,410,0
2112,麥香雞,1份,380,0
2113,麥克雞塊,6塊,350,0
2114,麥脆鷄（辣）雞排,1份,340,0
2115,麥脆鷄（原）雞排,1份,330,0
2116,麥香魚,1份,320,0
2117,吉事漢堡,1份,310,0
2118,板烤雞腿堡,1份,300,0
2119,漢堡,1份,260,0
2120,麥克雞塊,4塊,230,0
2121,麥脆鷄（原）雞翅,1份,220,0
2122,麥脆鷄（辣）雞翅,1份,200,0
2123,麥脆鷄（原）雞腿,1份,180,0
2124,麥脆鷄（辣）雞腿,1份,180,0
2125,大薯,1份,470,0
2126,巧克力奶昔,1份,380,0
2127,草莓奶昔,1份,380,0
2128,香草奶昔,1份,380,0
2129,中薯,1份,330,0
2130,冰炫風（OREO）,1份,330,0
2131,巧克力聖代,1份,300,0
2132,冰炫風（法式焦糖脆片）,1份,290,0
2133,草莓聖代,1份,260,0
2134,小薯,1份,240,0
2135,蘋果派,1份,230,0
2136,薯餅,1份,160,0
2137,蛋捲冰淇淋,1份,140,0
2138,四季水果袋（蘋果片）,1份,30,0
2139,四季沙拉（大）,1份,20,0
2140,四季沙拉（小）,1份,20,0
2141,雪碧,兒童餐，1杯,120,0
2142,雪碧,小杯,160,0
2143,雪碧,中杯,210,0
2144,雪碧,大杯,310,0
2145,可口可樂,兒童餐，1杯,120,0
2146,可口可樂,小杯,160,0
2147,可口可樂,中杯,210,0
2148,可口可樂,大杯,310,0
2149,雀巢茶品檸檬茶,兒童餐，1杯,90,0
2150,雀巢茶品檸檬茶,小杯,110,0
2151,雀巢茶品檸檬茶,中杯,150,0
2152,雀巢茶品檸檬茶,大杯,230,0
2153,柳橙汁,兒童餐，1杯,80,0
2154,柳橙汁,小杯,140,0
2155,柳橙汁,大杯,180,0
2156,冰拿堤,中杯,120,0
2157,冰拿堤,大杯,170,0
2158,焦糖冰奶茶,1杯,170,0
2159,高鈣鮮乳,1杯,147,0
2160,爽健美茶,兒童餐，1杯,0,0
2161,爽健美茶,小杯,0,0
2162,爽健美茶,中杯,5,0
2163,爽健美茶,大杯,5,0
2164,經典冰咖啡,1杯,0,0
2165,可口可樂Zero,兒童餐，1杯,0,0
2166,可口可樂Zero,小杯,0,0
2167,可口可樂Zero,中杯,0,0
2168,可口可樂Zero,大杯,0,0
2169,熱巧克力,1杯,140,0
2170,那堤,小杯,120,0
2171,那堤,中杯,160,0
2172,玉米湯,小杯,100,0
2173,玉米湯,大杯,150,0
2174,卡布奇諾,小杯,100,0
2175,卡布奇諾,中杯,140,0
2176,焦糖熱奶茶,小杯,35,0
2177,焦糖熱奶茶,中杯,70,0
2178,經典美式咖啡,小杯,5,0
2179,經典美式咖啡,中杯,10,0
2180,亞美利加諾,小杯,5,0
2181,亞美利加諾,中杯,10,0
2182,鬆餅糖漿,1 個,130,0
2183,千島醬,1 個,100,0
2184,乳酪,1 個,60,0
2185,糖醋醬,1 個,50,0
2186,草莓果醬,1 個,40,0
2187,鬆餅乳酪,1 個,35,0
2188,奶精,1 個,25,0
2189,和風醬,1 個,25,0
2190,百香果醬,1 個,20,0
2191,番茄醬,1 個,10,0
2192,新活力雙手捲,1 個,544,0
2193,新海陸雙手捲_蟹肉火腿,1 個,604,0
2194,御飯團_晨採鮮筍,1 個,151,0
2195,御飯團_吻仔魚飯糰,1 個,201,0
2196,御飯團_干貝沙拉飯糰,1 個,220,0
2197,御飯團_炭火燒雞肉飯糰,1 個,186,0
2198,御飯團_美國龍蝦沙拉飯團,1 個,213,0
2199,御飯糰_焗烤鮪魚,1 個,377,0
2200,御飯糰_蕃茄蛋包飯飯糰,1 個,195,0
2201,御飯糰_雞肉什錦拌飯飯糰,1 個,177,0
2202,御飯糰_香蔥雞絲飯糰,1 個,190,0
2203,御飯糰_九州雞肉,1 個,196,0
2204,御飯糰_東港櫻花蝦,1 個,207,0
2205,御飯團_蒲燒鯛魚夾心,1 個,190,0
2206,御飯團_吻仔魚飯糰,1 個,206,0
2207,御飯團_哇沙米鮭魚,1 個,235,0
2208,真飽大厚片黑胡椒雞腿排,1 個,332,0
2209,真飽蔥燒里肌飯糰,1 個,464,0
2210,傳統肉鬆糯米飯糰,1 個,232,0
2211,經典香腸糯米飯糰,1 個,457,0
